duke_dna,abmi_id,year,site,site_year,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,its_otu,peltigera_final_id,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,rbclx_otu,nostoc_final_id,notes,batch_48,,,,
P11444,610497,2015,414,414_2015,6438,NW,Upland,Peltigera aphthosa,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P11443,668394,2015,414,414_2015,16156,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL31_extenuata_vnf,100,99,otu367,,,68,,,,
P11442,668396,2015,414,414_2015,R,NW,Upland,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_malacea_2,P0703_P_malacea_Alaska,98.335,95,otu319,,,68,,,,
P11445,668398,2015,414,414_2015,16157,NW,Upland,Peltigera scabrosa,Peltigera_scabrosa_4,0.999995,P549_peltigera_scabrosa_4,99.347,100,OTU275,Peltigera_scabrosa_4,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,,,68,,,,
P11459,801105,2015,414,414_2015,4804,SE,Upland,Peltigera aphthosa,Peltigera_leucophlebia_6,"0.395867, 0.341228, 0.203249, 0.024756",P6063_peltigera_leucophlebia,99.819,100,OTU287,Peltigera_leucophlebia_6,0,0,0,0,,,68,,,,
P11441,605260,2015,414,414_2015,4674,SE,Upland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P11458,668539,2015,414,414_2015,4804,SE,Upland,Peltigera rufescens,0,0,0,0,0,0,,JL23_aphthosa_no_vnf,100,99,otu376,,,68,,,,
P11457,605673,2015,414,414_2015,4804,SE,Upland,Peltigera scabrosa,0,0,0,0,0,0,,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,,,68,,,,
P8867,607408,2015,414,414_2015,5344,SE,Wetland,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.892377, 0.016718, 0.016605, 0.016425, 0.016407",P6068_peltigera_leucophlebia,99.637,100,OTU441,Peltigera_leucophlebia_2,P1486_P_ponojensis_USA,99.393,96,otu185,XXX,very close to other latilobas,,,,,
P8868,801102,2015,414,414_2015,5344,SE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.396033, 0.342184, 0.201909, 0.025126",P6063_peltigera_leucophlebia,99.819,100,OTU133,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P8422,604560,2015,414,414_2015,4453,SW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,0,0,0,0,,0,,,,,
P11440,668502,2015,414,414_2015,16165,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,68,,,,
P11448,668499,2015,414,414_2015,R,SW,Upland,Peltigera scabrosa,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P11439,668535,2015,414,414_2015,16167,SW,Wetland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.928606, 0.008033, 0.007072, 0.007065",P734_peltigera_aphthosa,99.819,100,OTU286,Peltigera_aphthosa_5,0,0,0,0,,,68,,,,
P11738,603234,2015,414,414_2015,3996,SW,Wetland,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,0,0,0,0,,,74,,,,
P11449,668531,2015,414,414_2015,R,SW,Wetland,Peltigera scabrosa,Peltigera_scabrosa_4,0.999995,P549_peltigera_scabrosa_4,99.347,100,OTU275,Peltigera_scabrosa_4,P2072_P_neorufescens2_CostaRica,89.785,96,otu301,,,68,,,,
P9123,657533,2015,444,444_2015,15603,SE,Wetland,Peltigera cf. occidentalis,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8356,661617,2015,472,472_2015,4611,NE,Log/Stump,Peltigera,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,0,0,0,0,,0,,,,,
P8357,605057,2015,472,472_2015,4611,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394635, 0.338103, 0.204545, 0.026384",P6063_peltigera_leucophlebia,99.819,100,OTU108,Peltigera_leucophlebia_6,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P9132,624743,2015,472,472_2015,11703A,SE,Upland,Peltigera cf. polydactylon,Peltigera_neopolydactyla_1,"0.662720, 0.043429, 0.043080, 0.031370, 0.031368, 0.031140, 0.030716, 0.030611, 0.030492, 0.030436",P845_peltigera_neopolydactyla_1,99.84,100,OTU56,Peltigera_neopolydactyla_1,0,0,0,0,,0,,,,,
P6512,624298,2015,472,472_2015,11577A,SW,Upland,Peltigera polydactylon,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9176,666372,2015,473,473_2015,16061,SW,Upland,Peltigera membranacea s.l.,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P1839_P_retifoveata_USA,99.648,96,otu405,XXXIIIa,0,,,,,
P11460,617624,2015,474,474_2015,9133,NW,Upland,Peltigera elisabethae,0,0,0,0,0,0,,0,0,0,0,,,68,,,,
P8229,624597,2015,474,474_2015,11668,SE,Wetland,Peltigera islandica,Peltigera_sp_18,"0.091519, 0.090479, 0.088138, 0.088073, 0.087058, 0.086134, 0.079762, 0.064293, 0.062472, 0.037256, 0.036981",HOB13_peltigera_canina_1,99.074,100,OTU269,Peltigera_canina_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P8230,664350,2015,474,474_2015,11668,SE,Wetland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.666695, 0.043578, 0.043229, 0.031452, 0.031451, 0.031223, 0.030800, 0.030692, 0.030571, 0.030515",P309_peltigera_neopolydactyla_1,99.68,100,OTU374,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.898,96,otu253,VIIa,0,,,,,
P9439,691855,2015,512,512_2015,6041,NE,Log/Stump,Leptogium tenuissimum,0,0,0,0,0,0,,0,0,0,0,,,26,,,,
P9438,610599,2015,512,512_2015,6041,NE,Log/Stump,Peltigera extenuata,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,OTU181,Peltigera_didactyla_1,0,0,0,0,,,26,,,,
P9437,609396,2015,512,512_2015,6041,NE,Log/Stump,Peltigera praetextata,0,0,0,0,0,0,,0,0,0,0,,,26,,,,
P9220,610677,2015,512,512_2015,6501,NE,Tree/Other,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P9221,691999,2015,512,512_2015,6501,NE,Tree/Other,Peltigera cf. conspersa TGO,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P9002,608854,2015,512,512_2015,5854,NE,Upland,Peltigera aphthosa,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9003,607765,2015,512,512_2015,5455,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.301560, 0.257126, 0.199294, 0.157330, 0.026532, 0.026385",P6082_peltigera_leucophlebia,100,100,OTU1,Peltigera_leucophlebia_6,P0420_P_praetextata_Serbia,99.878,96,otu18,V,0,,,,,
P9000,606402,2015,512,512_2015,5014,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8998,607799,2015,512,512_2015,5469,SE,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8999,608574,2015,512,512_2015,5760,SE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.311555, 0.310838, 0.310799, 0.032943",P1534_peltigera_sp14,84.86,90,OTU471,Peltigera_neckeri,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8996,606579,2015,512,512_2015,5074,SE,Tree/Other,Peltigera praetextata,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu19,_XXXIXd,0,,,,,
P8997,606573,2015,512,512_2015,5071,SE,Tree/Other,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1108_P_ponojensis_NorthAmerica,98.832,96,otu264,XXV,0,,,,,
P9004,607489,2015,512,512_2015,5365,SE,Upland,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu19,_XXXIXd,0,,,,,
P8995,605659,2015,512,512_2015,4799,SW,Log/Stump,Peltigera praetextata,Peltigera_praetextata,"0.164698, 0.137461, 0.073146, 0.068120, 0.065370, 0.057324, 0.057107, 0.056543, 0.034969, 0.034941, 0.034680",P0420_peltigera_praetextata,99.814,100,OTU104,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,V,0,,,,,
P9435,606859,2015,512,512_2015,4992,SW,Rock,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.665,96,otu34,,,26,,,,
P9001,606235,2015,512,512_2015,4951,SW,Tree/Other,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P2001_P_canina_Canada,100,93,otu429,V,0,,,,,
P8669,628732,2015,514,514_2015,12955,NE,Upland,Peltigera malacea,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_malacea_2,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,aff_IV,DNA sample or P#  was probably swapped with  P8670 (663072),,,,,
P8670,663072,2015,514,514_2015,12955,NE,Upland,Peltigera neopolydactyla,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_neopolydactyla_1,NOS,97.7,96,otu220,VIIa,DNA sample or P#  was probably swapped with  P8669 (628732),,,,,
P8671,628728,2015,514,514_2015,12953,NE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1486_P_ponojensis_USA,99.393,96,otu185,XXX,0,,,,,
P8842,631487,2015,514,514_2015,13861,NW,Log/Stump,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8843,629300,2015,514,514_2015,13146,NW,Tree/Other,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P11559,629302,2015,514,514_2015,13147,NW,Tree/Other,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,70,,,,
P8666,631678,2015,514,514_2015,13911,NW,Upland,Peltigera neopolydactyla,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8844,800988,2015,514,514_2015,13912,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL31_extenuata_vnf,100,99,otu367,XXXIIIa,0,,,,,
P8845,631680,2015,514,514_2015,13912,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,OTU121,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8672,628115,2015,514,514_2015,12784,SE,Log/Stump,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,JL31_extenuata_vnf,99.417,99,otu378,XXXIIIa,0,,,,,
P8846,628119,2015,514,514_2015,12786,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,JL31_extenuata_vnf,99.417,99,otu378,XXXIIIa,0,,,,,
P9434,630058,2015,514,514_2015,13395,SE,Tree/Other,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.883,96,otu213,,,26,,,,
P8667,625643,2015,514,514_2015,11983,SE,Upland,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.829,92,otu313,IV,0,,,,,
P8668,663061,2015,514,514_2015,11983,SE,Upland,Peltigera cf. neopolydactyla,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,OTU64,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
P8847,625660,2015,514,514_2015,11986,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.581,100,otu3,,0,,,,,
P8848,663058,2015,514,514_2015,11986,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,OTU162,Peltigera_leucophlebia_2,P0420_P_praetextata_Serbia,99.756,96,otu345,V,0,,,,,
P8849,663083,2015,514,514_2015,12259,SW,Log/Stump,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,JL31_extenuata_vnf,100,99,otu367,XXXIIIa,0,,,,,
P8850,626497,2015,514,514_2015,12259,SW,Log/Stump,Peltigera canina,Peltigera_canina_1,"0.132123, 0.076301, 0.075767, 0.075711, 0.075676, 0.074880, 0.074031, 0.068876, 0.056281, 0.054864, 0.033965",P2118_peltigera_canina_1,100,100,OTU100,Peltigera_canina_1,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu19,_XXXIXd,0,,,,,
P8851,626493,2015,514,514_2015,12257,SW,Log/Stump,Peltigera neckeri,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,P12649,Duplicate P# with 1147290. Hard te tell which one was sampled,,,,,
P6308,625126,2015,543,543_2015,11813,SE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329813, 0.328799, 0.328755",P1534_peltigera_sp14,85.075,90,OTU321,Peltigera_neckeri,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.343,96,otu207,P12649,0,,,,,
P8346,668203,2015,544,544_2015,16143,NW,Wetland,Peltigera islandica,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8347,668205,2015,544,544_2015,16143,NW,Wetland,Peltigera scabrosa s.l.,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,0,0,0,0,,0,,,,,
P9096,668201,2015,544,544_2015,16142,NW,Wetland,Peltigera cf. elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.184,100,otu403,XXX,0,,,,,
P8852,636180,2015,574,574_2015,15256,NE,Upland,Peltigera leucophlebia,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,NOS,99.879,96,otu101,IV,0,,,,,
P8654,629972,2015,574,574_2015,13365,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,NOS,95.535,95,otu399,aff_IV,0,,,,,
P8655,631399,2015,574,574_2015,13365,NW,Upland,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,P1486_P_ponojensis_USA,99.393,96,otu185,XXX,0,,,,,
P8652,710779,2015,574,574_2015,17054,SE,Log/Stump,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
P8653,636883,2015,574,574_2015,17055,SE,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,NOS,98.387,91,otu136,IV,0,,,,,
P8658,635702,2015,574,574_2015,15188,SE,Upland,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_malacea_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8659,635700,2015,574,574_2015,15187,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL31_extenuata_vnf,100,99,otu367,XXXIIIa,0,,,,,
P11403,633325,2015,574,574_2015,14439,SW,Tree/Other,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,100,99,otu376,,,67,,,,
P8656,632960,2015,574,574_2015,14347,SW,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,OTU153,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,otu401,III,0,,,,,
P8657,632949,2015,574,574_2015,14343,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8363,607067,2015,576,576_2015,5235,NE,Log/Stump,Peltigera,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P0420_P_praetextata_Serbia,99.878,96,otu18,V,0,,,,,
P8993,609170,2015,576,576_2015,5968,NE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,P12532_Nephroma_sp_Malaysia_Kinabalu_1_C3_P1,93.443,99,otu263,,0,,,,,
P8994,597352,2015,576,576_2015,1885,NE,Wetland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P0703_P_malacea_Alaska,98.335,93,otu330,IV,0,,,,,
P8856,595222,2015,576,576_2015,1127,NW,Log/Stump,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8853,598077,2015,576,576_2015,2151,NW,Upland,Peltigera membranacea,Peltigera_canina_1,"0.132123, 0.076301, 0.075767, 0.075711, 0.075676, 0.074880, 0.074031, 0.068876, 0.056281, 0.054864, 0.033965",P2118_peltigera_canina_1,100,100,OTU100,Peltigera_canina_1,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P8855,598073,2015,576,576_2015,2149,NW,Upland,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,JL31_extenuata_vnf,99.533,99,otu286,XXXIIIa,0,,,,,
P8989,595294,2015,576,576_2015,1151,NW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8857,618295,2015,576,576_2015,9391,SE,Upland,Peltigera scabrosa,Peltigera_scabrosa_1,1,P550_peltigera_scabrosa_1,99.49,100,OTU451,Peltigera_scabrosa_1,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.3,98,otu134,aff_XIV,"new nostoc, get genome!!",,,,,
P8990,658100,2015,576,576_2015,15632,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1839_P_retifoveata_USA,99.648,96,otu133,XXXIIIa,0,,,,,
P8991,658096,2015,576,576_2015,15631,SE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
P8992,658105,2015,576,576_2015,15634,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901223, 0.015373, 0.015357, 0.015072, 0.015056",P6060_peltigera_leucophlebia,99.638,100,OTU470,Peltigera_leucophlebia_2,P1486_P_ponojensis_USA,99.515,96,otu96,XXX,0,,,,,
P11876,308370,2011,1232,1232_2011,5297C,NW,Log/Stump,Peltigera elisabethae,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P8986,615786,2015,576,576_2015,8459,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.893193, 0.016539, 0.016522, 0.016212, 0.016194",P6060_peltigera_leucophlebia,99.277,100,OTU469,Peltigera_leucophlebia_2,P1110_P_fuscopraetextata_NorthAmerica,99.878,96,otu98,VI,0,,,,,
P11283,616667,2015,576,576_2015,8797,SW,Tree/Other,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,NOS,99.879,96,otu101,,,65,,,,
P8854,618498,2015,576,576_2015,9475,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,NOS,99.879,96,otu101,IV,0,,,,,
P8987,618488,2015,576,576_2015,9470,SW,Upland,Peltigera neopolydactyla,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_neopolydactyla_1,P0006_P_neocanina_Iceland,100,91,otu249,VIIa,DNA sample or P# was probably swapped with P8988,,,,,
P8988,658036,2015,576,576_2015,9470,SW,Upland,Peltigera praetextata,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_praetextata,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,XLII,DNA sample or P# was probably swapped with P8987,,,,,
P9050,593727,2015,600,600_2015,575,NW,Tree/Other,Peltigera elisabethae,Peltigera_elisabethae,"0.818450, 0.146356",P1534_peltigera_sp14,83.971,89,OTU480,Peltigera_elisabethae,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,V,check blast,,,,,
