alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
,P11555,CANADA_AB,,,,ruf1,,,6,621297,1,2015,ABMI: Gordon Schnurr,Canada: Alberta,1_2015,Carlos,R,NW,Log/Stump,Peltigera rufescens,Peltigera_lepidophora_2,"0.758654, 0.050716, 0.050061, 0.047943, 0.045646",P2083_peltigera_rufescens_1,99.537,97,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.943127,-110.282402,,359,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (150m radius): Mesic pine dominated forest on nutrient poor soils, trees <10m tall. % 25x15 m plot disturbed: none. ",1,2015,,young pine,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_rufescens_1,Peltigera_rufescens_1,JL31_extenuata_vnf,100,99,OTU25,otu367,,70,,
,P11556,CANADA_AB,,,,,,,,584643,234,2015,ABMI: Gordon Schnurr,Canada: Alberta,234_2015,Carlos,17027,NW,Wetland,Peltigera aphthosa,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.418022,-113.046516,,244,,,,Boreal Natural Region (Central Mixedwood Subregion). Shrubby fen transitioning to upland conifer forest. % 25x15 m plot disturbed: none. ,234,2015,,treed fen,hydric,fen,none,Wetlands. Collected from one or more of the following:  wetland/marsh/fen,,,,,,0,0,0,0,0,,70,,
,P11557,CANADA_AB,,,,,,,,303141,1260,2011,ABMI: Mireille Martel,Canada: Alberta,1260_2011,Carlos,5352,NW,Log/Stump,Peltigera leucophlebia,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.82333,-117.458916,,2052,,,,"Rocky Mountain Natural Region (Alpine Subregion). Dominant current ecosite (150m radius): Hygric upland spruce forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1260,2011,,mature spruce,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,70,,
,P11558,CANADA_AB,,,,,,,,361980,217,2007,ABMI: Leckie Olsen,Canada: Alberta,217_2007,Carlos,1020,2,UH,Peltigera rufescens,Peltigera_neorufescens_5,"0.902014, 0.048618",P2086_peltigera_neorufescens_5,92.785,96,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.858131,-118.82579,,326,,,,"Boreal Natural Region (Central Mixedwood Subregion). No photo, limited data - shrubby swamp with cutline?",217,2007,,swamp,hydric,swamp,soft linear?,stratum Upland soils. Collection #2 from upland humus,,,,Peltigera_aff_neorufescens,Peltigera_fuscoponojensis,JL31_extenuata_vnf,99.65,99,OTU302,otu293,,70,,
,P11559,CANADA_AB,,,,,,,,629302,514,2015,ABMI: Sara Venskaitis,Canada: Alberta,514_2015,Carlos,13147,NW,Tree/Other,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.463573,-110.065025,,520,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic black spruce forest on nutrient poor soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",514,2015,,spruce,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_aphthosa_5,Peltigera_aphthosa_5,0,0,0,OTU47,0,,70,,
,P11560,CANADA_AB,,,,,,,,659394,388B,2015,ABMI: Sara Venskaitis,Canada: Alberta,388B_2015,Carlos,R,NW,Log/Stump,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.341125,-111.48172,,338,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. No photo.",388B,2015,,aspen,mesic,,forestry,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_praetextata,Peltigera_praetextata,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,OTU5,otu19,,70,,
,P11561,CANADA_AB,,,,,,,,358212,1231,2011,ABMI: Mireille Martel,Canada: Alberta,1231_2011,Carlos,4523C,NE,Upland,Leptogium tenuissimum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.991432,-117.452957,,1906,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none.  No photo",1231,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,71,,
,P11562,CANADA_AB,,,,,,,,289820,1231,2011,ABMI: Mireille Martel,Canada: Alberta,1231_2011,Carlos,4528,SE,Upland,Fuscopannaria praetermissa,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.991432,-117.452957,,1906,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none.  No photo",1231,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,71,,
,P11563,CANADA_AB,,,,,,,,300445,1260,2011,ABMI: Mireille Martel,Canada: Alberta,1260_2011,Carlos,5319,NW,Upland,Lobaria linita,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.82333,-117.458916,,2052,,,,"Rocky Mountain Natural Region (Alpine Subregion). Dominant current ecosite (150m radius): Hygric upland spruce forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1260,2011,,mature spruce,hygric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,71,,
,P11564,CANADA_AB,,,,,,,,789802,621,2016,ABMI: Jessica Ritz,Canada: Alberta,621_2016,Carlos,11047,SW,Log/Stump,Nephroma bellum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.331802,-116.141838,,606,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",621,2016,,mature aspen,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,71,,
,P11565,CANADA_AB,,,,,,,,757552,584,2016,ABMI: Kieran Lehan,Canada: Alberta,584_2016,Carlos,R,SW,Log/Stump,Nephroma bellum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.645885,-117.63176,,649,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",584,2016,,mature aspen,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,71,,
,P11566,CANADA_AB,,,,,,,,757262,584,2016,ABMI: Kieran Lehan,Canada: Alberta,584_2016,Carlos,9616,NW,Upland,Leptogium subtile,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.645885,-117.63176,,649,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",584,2016,,mature aspen,mesic,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,,,0,0,0,0,0,,71,,
,P11567,CANADA_AB,,,,,,,,308045,1073,2011,ABMI: Stacey Camus,Canada: Alberta,1073_2011,Carlos,1489,NE,Log/Stump,Nephroma bellum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,53.839142,-116.708252,,1165,,,,"Foothills Natural Region (Upper Foothills Subregion). Dominant current ecosite (150m radius): Hygric upland lodgepole pine forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: <1% railway. ",1073,2011,,mature pine,hygric,,railway,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,71,,
,P11568,CANADA_AB,,,,,,,,395331,OG-DH-751-2,2008,ABMI: Diane L. Haughland,Canada: Alberta,OG-DH-751-2_2008,Carlos,4708,3,TD,Leptogium saturninum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.45,-114.61,,689,,,,"Foothills Natural Region (Lower Foothills Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % ha disturbed: ~70% wellpad and seismic lines.",OG-DH-751-2,2008,,mature poplar and clearing,hygric,,"soft linear, wellpad",Populus bark Populus bark collected from Trees. Collection #3 from broadleaf trees,,,,,,0,0,0,0,0,,71,,
,P11569,CANADA_AB,,,,,,,,302997,1231,2011,ABMI: Mireille Martel,Canada: Alberta,1231_2011,Carlos,4525,SE,Upland,Fuscopannaria praetermissa,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.991432,-117.452957,,1906,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Xeric spruce-dominated forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none.  No photo",1231,2011,,mature spruce,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,71,,
,P11570,CANADA_AB,,,,,,,,577405,257,2014,ABMI: David Hogarth,Canada: Alberta,257_2014,Carlos,24702,SW,Tree/Other,Leptogium subtile grp.,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,58.448845,-115.548409,,276,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",257,2014,,mature aspen,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,71,,
,P11571,CANADA_AB,,,,,,,,1353824,1521,2016,ABMI: Sabina Donnelly,Canada: Alberta,1521_2016,Carlos,12367,NE,Upland,Leptogium intermedium,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,50.356927,-111.373557,,748,,,,"Grassland Natural Region (Dry Mixedgrass Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: DNC?",1521,2016,,grassland,xeric,,none,Upland soils. Collected from one or more of the following:  unknown,,,,,,0,0,0,0,0,,71,,
,P11572,CANADA_AB,,,,,,,,1354069,1521,2016,ABMI: Sabina Donnelly,Canada: Alberta,1521_2016,Carlos,11854,SE,Upland,Leptogium intermedium,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,50.356927,-111.373557,,748,,,,"Grassland Natural Region (Dry Mixedgrass Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: DNC?",1521,2016,,grassland,xeric,,none,Upland soils. Collected from one or more of the following:  unknown,,,,,,0,0,0,0,0,,71,,
,P11573,CANADA_AB,,,,,,,,1352296,1284,2016,ABMI: Carolyn Zanchetta,Canada: Alberta,1284_2016,Carlos,11612,SE,Wetland,Nostoc,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.071506,-110.520279,,672,,,,"Grassland Natural Region (Northern Fescue Subregion). Dominant current ecosite (50m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: 100% pasture. ",1284,2016,,grassland,xeric,,pasture,Wetlands. Collected from one or more of the following:  seasonal/moist depression,,,,,,0,0,0,0,0,,71,,
,P11574,CANADA_AB,,,,,,,,1352302,1284,2016,ABMI: Carolyn Zanchetta,Canada: Alberta,1284_2016,Carlos,12333,SE,Upland,Leptogium,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.071506,-110.520279,,672,,,,"Grassland Natural Region (Northern Fescue Subregion). Dominant current ecosite (50m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: 100% pasture. ",1284,2016,,grassland,xeric,,pasture,Selaginella densa Upland soils. Collected from one or more of the following:  exposed humus,,,,,,0,0,0,0,0,,71,,
,P11575,CANADA_AB,,,,,,,,1461262,463,2018,ABMI: Kat Manno,Canada: Alberta,463_2018,Carlos,904,NE,Log/Stump,Nephroma resupinatum,0,0,0,,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,57.295532,-116.484352,,525,,,,Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Swamp with trees >=10m tall. % 25x15 m plot disturbed: none. ,463,2018,,swamp,hydric,swamp,none,Dead wood. Collected from one or more of the following:  soft logs &/or stumps,,,,,,0,0,0,0,0,,71,,
,P11576,CANADA_AB,,,,,,,,305236,1029,2011,ABMI: Mireille Martel,Canada: Alberta,1029_2011,Carlos,5768,SE,Wetland,Lobaria linita,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,54.254326,-120.041786,,1591,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Mesic white spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1029,2011,,mature spruce,mesic,,none,"Wetlands. Collected from one or more of the following:  seasonal/moist depression, shores/banks of water bodies",,,,,,0,0,0,0,0,,71,,
,P11577,CANADA_AB,,,,,,,,297278,1029,2011,ABMI: Mireille Martel,Canada: Alberta,1029_2011,Carlos,705,SE,Tree/Other,Lobaria linita,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,54.254326,-120.041786,,1591,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Mesic white spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1029,2011,,mature spruce,mesic,,none,Trees & vertical structures. Collected from one or more of the following:  conifers,,,,,,0,0,0,0,0,,71,,
,P11578,CANADA_AB,,,,,,,,289403,1029,2011,ABMI: Mireille Martel,Canada: Alberta,1029_2011,Carlos,706,SE,Log/Stump,Psoroma hypnorum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,54.254326,-120.041786,,1591,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Mesic white spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1029,2011,,mature spruce,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,71,,
,P11579,CANADA_AB,,,,,,,,299859,1029,2011,ABMI: Mireille Martel,Canada: Alberta,1029_2011,Carlos,5765,SE,Log/Stump,Nephroma arcticum,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,54.254326,-120.041786,,1591,,,,"Rocky Mountain Natural Region (Subalpine Subregion). Dominant current ecosite (150m radius): Mesic white spruce forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1029,2011,,mature spruce,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,71,,
,P11580,CANADA_AB,,,,,,,,249723,1169,2010,ABMI: Nicole Bohnen,Canada: Alberta,1169_2010,Carlos,901B,SE,Tree/Other,Nephroma parile,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,53.342129,-117.356117,,1309,,,,"Foothills Natural Region (Upper Foothills Subregion). Dominant current ecosite (150m radius): Hygric upland lodgepole pine forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",1169,2010,,mature pine,hygric,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,71,,
,P11581,CANADA_AB,,,,,,,,1413936,1192,2008,ABMI: Jared Bernard,Canada: Alberta,1192_2008,Carlos,4510,5,UH,Collema crispum s.l.,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.618611,-110.607154,,687,,,,"Parkland Natural Region (Central Parkland Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: 100% pasture. ",1192,2008,,clearing,xeric,,pasture,stratum Upland soils. Collection #5 from upland humus,,,,,,0,0,0,0,0,,71,,
,P11582,CANADA_AB,,,,,,,,391243,1116,2008,ABMI: Stephanie Luider,Canada: Alberta,1116_2008,Carlos,5623,1,DM,Solorina spongiosa,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,53.393127,-113.735886,,684,,,,"Parkland Natural Region (Central Parkland Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. ",1116,2008,,aspen mix and clearing,mesic,,none noted,stratum Upland soils. Collection #1 from disturbed mineral soil,,,,,,0,0,0,0,0,,71,,
,P11583,CANADA_AB,,,,,,,,291633,964,2011,ABMI: Mireille Martel,Canada: Alberta,964_2011,Carlos,5364,NE,Tree/Other,Lobaria pulmonaria,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,54.558941,-119.280182,,1177,,,,"Foothills Natural Region (Lower Foothills Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",964,2011,,mature aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,71,,
,P11584,CANADA_AB,,,,,,,,1606630,1320,2018,ABMI: Sophie Deluca,Canada: Alberta,1320_2018,Carlos,5400A,NW,Upland,cf. Collemataceae,0,0,0,,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.386497,-116.708443,,2547,,,,Rocky Mountain Natural Region (Alpine Subregion). Dominant current ecosite (50m radius): Alpine tundra dominated by shrubs. % 25x15 m plot disturbed: none. ,1320,2018,,alpine,xeric,,none,0,,,,,,0,0,0,0,0,,71,,
,P11585,CANADA_AB,,,,,,,,300247,1218,2011,ABMI: Tobias Tan,Canada: Alberta,1218_2011,Carlos,6031,SE,Upland,Collema tenax,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.677601,-112.46682,,726,,,,"Parkland Natural Region (Central Parkland Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by forbs. % 25x15 m plot disturbed: none. ",1218,2011,,meadow,mesic,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus",,,,,,0,0,0,0,0,,71,,
,P11586,CANADA_AB,,,,,,,,289783,1218,2011,ABMI: Tobias Tan,Canada: Alberta,1218_2011,Carlos,889,NW,Upland,Verrucariaceae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.677601,-112.46682,,726,,,,"Parkland Natural Region (Central Parkland Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by forbs. % 25x15 m plot disturbed: none. ",1218,2011,,meadow,mesic,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus, shaded humus",,,,,,0,0,0,0,0,,71,,
,P11587,CANADA_AB,,,,,,,,1413975,1637,2008,ABMI: Krishna Rao Chepuri,Canada: Alberta,1637_2008,Carlos,4116A,2,WDS,Verrucariaceae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,49.325226,-113.48748,,1094,,,,"Grassland Natural Region (Foothills Fescue Subregion). Dominant current ecosite (150m radius): Site subject to recent anthropogenic disturbance, dominated by graminoids. % 1 ha disturbed: 15% other, 12% gravel road, 70% cultivated",1637,2008,,cultivation,xeric,,"cultivation, gravel road, unspecified disturbance",stratum Wetlands. Collection #2 from seasonal/moist depression,,,,,,0,0,0,0,0,,71,,
,P11588,CANADA_AB,,,,,,,,302968,1218,2011,ABMI: Tobias Tan,Canada: Alberta,1218_2011,Carlos,6031,SE,Upland,Verrucariaceae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,52.677601,-112.46682,,726,,,,"Parkland Natural Region (Central Parkland Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by forbs. % 25x15 m plot disturbed: none. ",1218,2011,,meadow,mesic,,none,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus",,,,,,0,0,0,0,0,,71,,
,P11589,CANADA_AB,,,,,,,,163360,OG-ABMI-1654-4,2009,ABMI: Jolene Swain,Canada: Alberta,OG-ABMI-1654-4_2009,Carlos,2740,NW,Upland,Leptogium,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,48.98,-112.45,,1217,,,,"Grassland Natural Region (Mixedgrass Subregion). Dominant current ecosite (150m radius): Site in prairie/parkland region, dominated by graminoids. % 25x15 m plot disturbed: 100% pasture. No photo",OG-ABMI-1654-4,2009,,grassland,xeric,,pasture,"Upland soils. Collected from one or more of the following:  disturbed mineral soil, exposed humus",,,,,,0,0,0,0,0,,71,,
